GeneName,EnsemblGeneId,GFP-,10e2 GFP+,log2(fold_change),p_value,q_value
NF2: neurofibromin 2 (merlin),ENSGALG00000008073,18.4059,52.6836,1.51719,7.76E-11,1.18E-08
NFIA: nuclear factor I/A,ENSGALG00000010924,2.80735,16.2659,2.53456,1.81E-05,0.000704644
NFKB1: nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,ENSGALG00000012304,21.0409,58.4687,1.47447,6.97E-07,4.17E-05
NFS1: NFS1 nitrogen fixation 1 homolog (S. cerevisiae),ENSGALG00000001568,12.8811,73.6343,2.51512,1.36E-10,1.95E-08
"NFXL1: nuclear transcription factor, X-box binding-like 1",ENSGALG00000014138,10.6121,27.4617,1.3717,0.000167021,0.00429743
"NFYB: nuclear transcription factor Y, beta",ENSGALG00000012717,8.01294,44.9404,2.48761,2.01E-07,1.39E-05
NGLY1: N-glycanase 1,ENSGALG00000011304,6.61295,21.5013,1.70106,0.00259224,0.0349683
NHLH1: nescient helix loop helix 1,ENSGALG00000024121,1.77675,36.491,4.36023,0.00332772,0.0409072
NIPAL3: NIPA-like domain containing 3,ENSGALG00000004268,15.4964,33.8457,1.12704,0.000655531,0.0126222
"NIT2: nitrilase family, member 2",ENSGALG00000015275,2.7222,9.30455,1.77316,0.0029088,0.0376708
NKRF: NFKB repressing factor,ENSGALG00000008645,10.4388,37.702,1.85268,0.000613597,0.0120178
NMD3: NMD3 homolog (S. cerevisiae),ENSGALG00000009533,7.74758,26.1704,1.75612,0.00185356,0.0278535
NMT2: N-myristoyltransferase 2,ENSGALG00000008791,5.38944,12.4806,1.21148,0.00336009,0.0411624
NOE1: Noelin,ENSGALG00000002515,34.0528,122.614,1.84827,8.84E-11,1.33E-08
NOL6: nucleolar protein family 6 (RNA-associated),ENSGALG00000014168,30.9947,132.332,2.09407,2.41E-08,2.11E-06
NOM1: nucleolar protein with MIF4G domain 1 ,ENSGALG00000006437,5.38111,16.1669,1.58707,2.80E-06,0.000137232
"NONO: non-POU domain containing, octamer-binding",ENSGALG00000005507,50.7302,132.478,1.38484,0.00305825,0.0390857
NOP2: NOP2 nucleolar protein homolog,ENSGALG00000014445,66.3097,228.656,1.78589,0.000111629,0.00307646
"NPC1: Niemann-Pick disease, type C1",ENSGALG00000015030,11.6407,28.2751,1.28035,0.00082389,0.0149829
NPM3: nucleophosmin/nucleoplasmin 3,ENSGALG00000007704,54.0852,125.635,1.21593,6.29E-05,0.00196244
"NR1D2: nuclear receptor subfamily 1, group D, member 2",ENSGALG00000011291,5.72912,25.1214,2.13253,1.93E-05,0.000744893
"NR3C2: nuclear receptor subfamily 3, group C, member 2",ENSGALG00000010035,8.40672,26.4449,1.65337,7.96E-06,0.000343954
"NR6A1: nuclear receptor subfamily 6, group A, member 1",ENSGALG00000001073,39.4656,86.5534,1.13299,0.00127669,0.0209966
NRD1: nardilysin (N-arginine dibasic convertase),ENSGALG00000010565,46.7037,117.945,1.3365,6.88E-15,2.40E-12
NRP2: neuropilin 2,ENSGALG00000008621,43.5901,138.266,1.66538,0,0
NRXN1: neurexin 1,ENSGALG00000009107,7.18752,15.6148,1.11935,0.00204438,0.0298933
NSMAF: neutral sphingomyelinase (N-SMase) activation associated factor,ENSGALG00000015444,12.2529,33.5894,1.45488,5.24E-06,0.000238451
NUB1: negative regulator of ubiquitin-like proteins 1,ENSGALG00000006181,4.71192,9.75777,1.05024,0.000321223,0.00727097
NUBP1: nucleotide binding protein 1,ENSGALG00000007241,48.9299,133.793,1.45121,0.000101166,0.00285135
NUBPL: nucleotide binding protein-like,ENSGALG00000009983,2.5329,9.71905,1.94003,0.00425909,0.0484378
NUDCD1: NudC domain containing 1,ENSGALG00000016106,24.1444,61.8561,1.35722,0.000300088,0.00693965
NUDT7: nudix (nucleoside diphosphate linked moiety X)-type motif 7,ENSGALG00000005709,6.50497,22.397,1.78369,0.000159247,0.0041247
NUFIP1: nuclear fragile X mental retardation protein interacting protein 1,ENSGALG00000016972,26.411,54.3116,1.04012,8.42E-05,0.00243957
NUP37: nucleoporin 37kDa,ENSGALG00000012759,26.3723,87.9638,1.73789,0.00262158,0.035302
NUPL1: nucleoporin like 1,ENSGALG00000017111,29.067,65.9506,1.18201,8.43E-05,0.00244197
NVL: nuclear VCP-like,ENSGALG00000009322,53.3241,220.399,2.04726,3.66E-05,0.00126347
NXN: nucleoredoxin,ENSGALG00000004793,45.1742,103.671,1.19844,0.000412652,0.00890375
OAT: ornithine aminotransferase,ENSGALG00000000054,2.12421,12.3072,2.5345,0.00017515,0.00445744
OAZ3: ornithine decarboxylase antizyme 3,ENSGALG00000002352,32.3995,146.238,2.17427,4.24E-05,0.00141497
OBFC2A: oligonucleotide/oligosaccharide-binding fold containing 2A,ENSGALG00000007729,17.7972,38.1238,1.09904,0.00429352,0.0486047
OCIAD1: OCIA domain containing 1,ENSGALG00000014081,5.10703,17.4091,1.76929,0.00241184,0.0332851
OGFRL1: opioid growth factor receptor-like 1,ENSGALG00000015951,3.09516,9.02253,1.54352,0.00428369,0.0485981
OLA1: Obg-like ATPase 1,ENSGALG00000009325,58.5784,172.237,1.55596,0.00173538,0.0264697
OLFML2A: olfactomedin-like 2A,ENSGALG00000001048,1.7954,5.62178,1.64672,0.000221177,0.00537108
OPA1: optic atrophy 1 (autosomal dominant),ENSGALG00000007150,14.3435,29.7212,1.0511,6.24E-10,7.70E-08
ORAOV1: oral cancer overexpressed 1,ENSGALG00000007556,19.7026,62.7346,1.67087,2.86E-06,0.000139481
OSBPL11: oxysterol binding protein-like 11,ENSGALG00000012059,14.4578,31.474,1.12231,0.00419372,0.0480455
OSBPL1A: oxysterol binding protein-like 1A,ENSGALG00000015086,15.1814,33.8652,1.1575,1.47E-05,0.000593751
OSBPL2: oxysterol binding protein-like 2,ENSGALG00000005195,4.27925,11.519,1.42858,3.87E-05,0.00131882
OSBPL9: Oxysterol-binding protein,ENSGALG00000010555,15.0253,30.3358,1.01363,3.22E-10,4.25E-08
OTOGL: otogelin-like,ENSGALG00000010342,2.35568,29.3094,3.63715,2.76E-10,3.71E-08
OTUD6B: OTU domain containing 6B,ENSGALG00000015920,7.45961,38.681,2.37445,2.56E-05,0.000960784
PACSIN1: protein kinase C and casein kinase substrate in neurons 1,ENSGALG00000002802,0.844994,5.48472,2.6984,7.33E-05,0.00219369
"PAICS: phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",ENSGALG00000013726,30.8003,169.645,2.4615,8.61E-06,0.00036735
PAIP1: poly(A) binding protein interacting protein 1,ENSGALG00000014867,13.732,52.2596,1.92816,8.41E-05,0.00243957
"PALD1: phosphatase domain containing, paladin 1",ENSGALG00000004465,17.3475,52.2805,1.59155,8.72E-05,0.00250387
PAPD4: PAP associated domain containing 4,ENSGALG00000014810,19.1657,64.0931,1.74164,2.21E-07,1.52E-05
PAPD5: PAP associated domain containing 5,ENSGALG00000003853,29.6785,72.6738,1.29202,7.62E-06,0.0003311
PAPOLA: poly(A) polymerase alpha,ENSGALG00000011103,75.4494,217.209,1.5255,0.00429385,0.0486047
PAPSS1: 3'-phosphoadenosine 5'-phosphosulfate synthase 1,ENSGALG00000010542,7.51458,62.0434,3.04551,0,0
PARG: poly (ADP-ribose) glycohydrolase,ENSGALG00000002117,23.1348,66.0322,1.5131,0.00404204,0.0469299
"PARL: presenilin associated, rhomboid-like",ENSGALG00000002315,29.9575,66.3266,1.14667,0.000483729,0.00998989
"PARP11: poly (ADP-ribose) polymerase family, member 11",ENSGALG00000014347,2.33177,6.28632,1.43079,0.00195621,0.0289487
PAX3: paired box 3,ENSGALG00000005246,26.7634,95.1454,1.82987,5.02E-08,4.04E-06
PBRM1: polybromo 1,ENSGALG00000001590,26.3046,54.2806,1.04512,7.67E-11,1.18E-08
PCBP3: poly(rC) binding protein 3,ENSGALG00000004394,15.196,31.6442,1.05825,0.00030034,0.00693965
PCDH18: protocadherin 18,ENSGALG00000009732,16.1252,40.2527,1.31977,0.000576515,0.0114406
PCDH8: protocadherin alpha 8,ENSGALG00000000766,32.3869,109.741,1.76062,0.00102159,0.0178986
PCGF3: polycomb group ring finger 3,ENSGALG00000015333,9.24725,21.4868,1.21636,2.72E-12,5.81E-10
PCGF6: polycomb group ring finger 6,ENSGALG00000008230,11.2575,32.5524,1.53188,0.00217416,0.0311661
PCH2_CHICK: Pachytene checkpoint protein 2 homolog ,ENSGALG00000012508,20.9139,94.1913,2.17113,6.86E-05,0.00210354
PCNX: pecanex homolog (Drosophila),ENSGALG00000000296,13.9197,31.5589,1.18091,0,0
PCOLCE2: procollagen C-endopeptidase enhancer 2,ENSGALG00000002623,20.8006,97.2245,2.2247,7.19E-06,0.000316661
PCSK1: proprotein convertase subtilisin/kexin type 1,ENSGALG00000014681,1.04878,15.9641,3.92805,2.12E-07,1.45E-05
PDCD10: programmed cell death 10,ENSGALG00000009477,5.44472,15.8683,1.54322,0.000254808,0.00605491
PDCD2L: programmed cell death 2-like,ENSGALG00000005010,6.09516,18.2401,1.58138,0.000306427,0.00703847
PDE12: phosphodiesterase 12,ENSGALG00000005620,4.84567,17.1549,1.82385,0.00282862,0.0370627
"PDE1C: phosphodiesterase 1C, calmodulin-dependent 70kDa",ENSGALG00000012224,7.07037,25.0068,1.82246,0.00143462,0.0229156
"PDE4D: phosphodiesterase 4D, cAMP-specific",ENSGALG00000014727,1.11943,6.06829,2.43852,7.56E-05,0.00225248
PDE8A: phosphodiesterase 8A,ENSGALG00000005992,7.42,27.3193,1.88043,9.33E-15,3.11E-12
"PDHX: pyruvate dehydrogenase complex, component X",ENSGALG00000007842,8.20376,16.671,1.02299,0.00187109,0.0280268
"PDIA4: protein disulfide isomerase family A, member 4",ENSGALG00000012415,56.0832,161.069,1.52204,3.58E-05,0.00124382
PDIK1L: PDLIM1 interacting kinase 1 like,ENSGALG00000001463,8.05935,20.4427,1.34285,0.001779,0.0270114
PDLIM5: PDZ and LIM domain 5,ENSGALG00000012211,23.3038,71.3886,1.61513,4.31E-07,2.71E-05
PELI2: pellino E3 ubiquitin protein ligase family member 2,ENSGALG00000012124,35.926,74.5052,1.05231,0.00402719,0.046805
PEPD: peptidase D,ENSGALG00000004899,12.7682,41.9811,1.71719,3.57E-14,1.06E-11
PES1: pescadillo ribosomal biogenesis factor 1,ENSGALG00000007778,37.9802,101.901,1.42384,0.00136065,0.0220598
"PFKFB3: 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",ENSGALG00000006324,8.83616,19.1506,1.11589,2.56E-06,0.00012656
PGD: phosphogluconate dehydrogenase,ENSGALG00000002797,45.3665,190.531,2.07032,0.000101683,0.002859
PGK1: phosphoglycerate kinase 1,ENSGALG00000007936,110.434,371.359,1.74962,0.001591,0.0248355
PGP: phosphoglycolate phosphatase ,ENSGALG00000005888,11.4324,42.7676,1.90339,0.000701374,0.0132857
PHB: prohibitin,ENSGALG00000001162,45.0247,126.96,1.49559,6.25E-06,0.000279291
PHB2: prohibitin 2,ENSGALG00000014567,158.379,329.395,1.05644,3.17E-05,0.00114676
PHF14: PHD finger protein 14,ENSGALG00000010714,29.9099,69.7746,1.22208,1.13E-05,0.000464961
PHGDH: phosphoglycerate dehydrogenase,ENSGALG00000002988,4.75938,20.2325,2.08783,0.00117395,0.0197903
PHLPP2: PH domain and leucine rich repeat protein phosphatase 2,ENSGALG00000000875,4.96526,11.3911,1.19797,0.00298158,0.0383189
PI4K2B: phosphatidylinositol 4-kinase type 2 beta,ENSGALG00000014383,7.51087,16.9347,1.17293,8.23E-10,9.90E-08
"PIGA: phosphatidylinositol glycan anchor biosynthesis, class A",ENSGALG00000016559,16.7524,54.5143,1.70227,0.00148668,0.0236018
"PIK3C2B: phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta",ENSGALG00000000623,19.2945,45.8102,1.24748,5.55E-07,3.44E-05
"PIK3CA: phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",ENSGALG00000008934,20.1468,54.5351,1.43664,2.51E-08,2.18E-06
"PIK3CB: phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",ENSGALG00000005505,4.42046,12.5347,1.50365,0.00420843,0.048087
"PIP5K1C: phosphatidylinositol-4-phosphate 5-kinase, type I, gamma",ENSGALG00000000784,8.1806,18.6169,1.18633,9.71E-05,0.00275204
PISD: phosphatidylserine decarboxylase ,ENSGALG00000006872,21.4125,65.0106,1.60222,4.92E-08,3.99E-06
"PITPNB: phosphatidylinositol transfer protein, beta",ENSGALG00000005654,76.676,225.62,1.55705,1.99E-11,3.55E-09
"PKDCC: protein kinase domain containing, cytoplasmic",ENSGALG00000017393,15.9667,47.4483,1.57129,8.13E-05,0.00238284
"PLA2G12A: phospholipase A2, group XIIA",ENSGALG00000012185,8.83214,29.2282,1.72653,0.00232945,0.0326071
"PLA2G4A: phospholipase A2, group IVA (cytosolic, calcium-dependent)",ENSGALG00000005065,3.40466,8.3883,1.30087,0.00118968,0.0199374
PLCL2: phospholipase C-like 2,ENSGALG00000011248,2.64441,6.46616,1.28996,0.00134577,0.021903
"PLEKHA1: pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",ENSGALG00000009534,5.20588,16.8687,1.69614,0.00055352,0.011155
PLK2: polo-like kinase 2,ENSGALG00000014725,26.0225,96.1658,1.88576,2.24E-06,0.000112481
PLS3: plastin 3,ENSGALG00000005930,50.9772,151.258,1.56909,0.0020228,0.0297312
PLSCR4: phospholipid scramblase 4,ENSGALG00000006805,4.57458,26.6082,2.54016,0.000521714,0.0106334
PLXNA4: plexin A4,ENSGALG00000006473,6.86458,38.9367,2.50389,1.14E-12,2.63E-10
PMM2: phosphomannomutase 2,ENSGALG00000007326,11.921,33.3797,1.48547,0.00318033,0.03986
PNPLA8: patatin-like phospholipase domain containing 8,ENSGALG00000009505,13.2874,37.3473,1.49095,4.80E-10,6.09E-08
POFUT1: protein O-fucosyltransferase 1,ENSGALG00000006594,6.41918,16.1841,1.33412,0.00404787,0.0469742
"POLB: polymerase (DNA directed), beta",ENSGALG00000003764,11.3587,44.5121,1.9704,2.03E-09,2.30E-07
POLK: polymerase (DNA directed) kappa,ENSGALG00000014956,2.53045,7.01189,1.47041,0.00154699,0.0243112
"POLR1B: polymerase (RNA) I polypeptide B, 128kDa",ENSGALG00000009930,31.0194,64.4065,1.05404,0.000461397,0.00968311
"POLR1B: polymerase (RNA) I polypeptide B, 128kDa",ENSGALG00000008607,12.2786,25.4952,1.05408,0.00218131,0.0311928
"POLR3A: polymerase (RNA) III (DNA directed) polypeptide A, 155kDa",ENSGALG00000004947,8.01494,23.0632,1.52483,0.0042097,0.048087
"POP1: processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)",ENSGALG00000018800,9.36743,25.7343,1.45797,4.36E-05,0.00144786
POT1: protection of telomeres 1 homolog (S. pombe),ENSGALG00000008740,4.78118,16.6474,1.79986,1.43E-10,2.03E-08
PP6R3: Serine/threonine-protein phosphatase 6 regulatory subunit 3,ENSGALG00000007037,22.6894,47.6017,1.06899,0.00182088,0.0274508
PPAC: Low molecular weight phosphotyrosine protein phosphatase,ENSGALG00000016363,3.05086,13.5198,2.14779,2.30E-12,5.11E-10
PPAT: phosphoribosyl pyrophosphate amidotransferase,ENSGALG00000013728,10.8154,34.0985,1.65662,0.00221645,0.0314539
"PPM1A: protein phosphatase, Mg2+/Mn2+ dependent, 1A",ENSGALG00000011917,14.9152,39.5312,1.4062,0.00286687,0.0372933
"PPM1B: protein phosphatase, Mg2+/Mn2+ dependent, 1B",ENSGALG00000009970,10.4111,44.48,2.09503,4.31E-07,2.71E-05
PPM1L: protein phosphatase 1 (formerly 2C)-like,ENSGALG00000009537,8.82694,24.0444,1.44572,0.00142116,0.0227645
"PPP1CB: protein phosphatase 1, catalytic subunit, beta isozyme",ENSGALG00000010026,73.9852,295.25,1.99663,0.000337491,0.00755858
"PPP1R2: protein phosphatase 1, regulatory (inhibitor) subunit 2",ENSGALG00000007005,41.6445,124.58,1.58088,0.000167235,0.00429819
"PPP1R7: protein phosphatase 1, regulatory subunit 7",ENSGALG00000005832,32.2293,89.8112,1.47852,6.87E-08,5.31E-06
"PPP2CA: protein phosphatase 2, catalytic subunit, alpha isozyme",ENSGALG00000006462,72.9617,215.746,1.56412,0.00298183,0.0383189
"PPP2R2A: protein phosphatase 2, regulatory subunit B, alpha",ENSGALG00000000235,71.5202,240.765,1.7512,1.22E-08,1.15E-06
"Ppp2r3d: protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta",ENSGALG00000016702,3.56545,18.4741,2.37334,3.23E-05,0.00115805
"Ppp2r5c: protein phosphatase 2, regulatory subunit B (B56), gamma isoform",ENSGALG00000011260,15.681,35.2216,1.16745,0.000738603,0.0138448
"PPP3CB: protein phosphatase 3, catalytic subunit, beta isozyme",ENSGALG00000005243,24.0194,75.121,1.64502,4.91E-11,7.95E-09
PPWD1: peptidylprolyl isomerase domain and WD repeat containing 1,ENSGALG00000014756,2.76611,10.3303,1.90095,0.00127298,0.0209503
PRDM15: PR domain containing 15,ENSGALG00000019178,15.3837,33.7141,1.13196,0.00251157,0.0342763
"PREX1: phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",ENSGALG00000004621,35.3013,73.9375,1.06658,2.65E-05,0.000988174
"PRKAA1: protein kinase, AMP-activated, alpha 1 catalytic subunit",ENSGALG00000014832,8.47464,24.3775,1.52433,0.00226188,0.031986
"PRKACB: protein kinase, cAMP-dependent, catalytic, beta",ENSGALG00000008841,10.6736,26.5797,1.31628,0.000307004,0.0070448
"PRKAG2: protein kinase, AMP-activated, gamma 2 non-catalytic subunit",ENSGALG00000006219,16.7119,48.5551,1.53875,0.000445853,0.00943324
"PRKAR1A: protein kinase, cAMP-dependent, regulatory, type I, alpha",ENSGALG00000004237,34.3483,123.95,1.85145,0,0
"PRKCI: protein kinase C, iota",ENSGALG00000009364,10.5301,23.8415,1.17896,0.00198385,0.0292834
PRKD3: protein kinase D3,ENSGALG00000010612,42.6279,114.977,1.43147,1.58E-06,8.32E-05
PRMT3: protein arginine methyltransferase 3,ENSGALG00000003958,11.6399,59.7614,2.36013,1.45E-05,0.000587998
PRMT8: protein arginine methyltransferase 8,ENSGALG00000013272,2.71837,10.9766,2.01362,0.000806409,0.0147601
PRPF38B: PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,ENSGALG00000001972,20.331,53.2975,1.39038,0.00439603,0.0493854
PRPF4B: PRP4 pre-mRNA processing factor 4 homolog B (yeast),ENSGALG00000012813,16.5188,44.0553,1.4152,1.36E-10,1.95E-08
PRRC2B: proline-rich coiled-coil 2B,ENSGALG00000003776,66.0825,187.32,1.50316,1.22E-10,1.78E-08
"PSMA2: proteasome (prosome, macropain) subunit, alpha type, 2",ENSGALG00000019598,17.7913,59.1932,1.73426,3.83E-09,4.08E-07
"PSMD13: proteasome (prosome, macropain) 26S subunit, non-ATPase, 13",ENSGALG00000004219,37.5118,87.6587,1.22455,2.72E-05,0.000999525
"PSMD14: proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",ENSGALG00000011128,37.533,105.33,1.48868,0.00266458,0.035717
"PSMD3: proteasome (prosome, macropain) 26S subunit, non-ATPase, 3",ENSGALG00000022293,26.479,56.3279,1.089,0.00082436,0.0149829
PSPC1: paraspeckle component 1,ENSGALG00000017142,47.0147,128.346,1.44886,2.22E-16,9.09E-14
PSPH: phosphoserine phosphatase,ENSGALG00000002397,2.96546,20.5929,2.79582,0.00202754,0.0297312
PTCD3: pentatricopeptide repeat domain 3,ENSGALG00000015773,11.4045,25.9491,1.18608,0.000152787,0.00400629
PTCH1: patched 1,ENSGALG00000012620,25.1297,51.5847,1.03755,0.000766129,0.0142805
PTGES2: prostaglandin E synthase 2,ENSGALG00000004779,3.12262,11.7888,1.91658,0.00344843,0.0418057
"PTP4A1: protein tyrosine phosphatase type IVA, member 1",ENSGALG00000016271,61.7968,211.768,1.77688,0.00112393,0.0193004
PTPLB: protein-tyrosine phosphatase-like member B,ENSGALG00000011704,11.1627,34.9933,1.64839,0.00102543,0.0179523
"PTPN12: protein tyrosine phosphatase, non-receptor type 12",ENSGALG00000008322,44.1552,95.6009,1.11444,7.96E-05,0.00234982
"PTPRJ: protein tyrosine phosphatase, receptor type, J",ENSGALG00000006382,15.8401,41.8031,1.40002,0.000537196,0.0109013
PTTG1IP: pituitary tumor-transforming 1 interacting protein,ENSGALG00000005675,10.6622,36.2228,1.7644,0.00230179,0.0324464
PUM1: pumilio homolog 1 (Drosophila),ENSGALG00000000597,22.9706,122.909,2.41973,9.59E-14,2.66E-11
PUS7: pseudouridylate synthase 7 homolog (S. cerevisiae),ENSGALG00000008132,15.6972,33.7906,1.10612,3.65E-05,0.00126236
PWP2: PWP2 periodic tryptophan protein homolog (yeast),ENSGALG00000022802,9.49113,36.5558,1.94545,3.28E-11,5.55E-09
PXDN: peroxidasin homolog (Drosophila),ENSGALG00000016377,40.379,94.7932,1.23118,0.000307875,0.00705784
Pzp: pregnancy zone protein,ENSGALG00000011926,6.84587,19.1201,1.48178,0.00302843,0.0387683
RAB11FIP5: RAB11 family interacting protein 5 (class I),ENSGALG00000016092,2.61737,5.5275,1.07851,0.00155335,0.0243783
"RAB18: RAB18, member RAS oncogene family",ENSGALG00000007435,16.0604,55.2596,1.78272,0.000985125,0.0173377
"RAB30: RAB30, member RAS oncogene family",ENSGALG00000017248,4.18625,9.56333,1.19185,0.000140981,0.00376438
"RAB4A: RAB4A, member RAS oncogene family",ENSGALG00000011083,6.69021,34.3199,2.35892,6.17E-07,3.75E-05
RABGAP1: RAB GTPase activating protein 1,ENSGALG00000001225,23.8224,50.8895,1.09505,0.000463741,0.00971483
RABGAP1L: RAB GTPase activating protein 1-like,ENSGALG00000004578,4.9058,10.4747,1.09435,0.000226962,0.00548303
RAD23B: RAD23 homolog B (S. cerevisiae),ENSGALG00000015540,17.7605,58.8943,1.72945,0.000809885,0.0147816
RAF1: RAF proto-oncogene serine/threonine-protein kinase,ENSGALG00000004998,18.2131,43.2296,1.24705,0.000588588,0.0116307
RAN: GTP-binding nuclear protein Ran ,ENSGALG00000002569,187.776,607.233,1.69324,2.26E-08,1.99E-06
RANBP1: RAN binding protein 1,ENSGALG00000002107,81.9015,256.801,1.64869,3.65E-07,2.36E-05
RANBP3: RAN binding protein 3,ENSGALG00000000577,19.431,43.1756,1.15185,9.07E-09,8.86E-07
RANGAP1: Ran GTPase activating protein 1,ENSGALG00000011966,11.6173,31.1795,1.42432,0.00285491,0.037228
"RAP1B: RAP1B, member of RAS oncogene family",ENSGALG00000009927,14.5717,45.7449,1.65044,0.00123881,0.0205766
"RAP2A: RAP2A, member of RAS oncogene family",ENSGALG00000016889,23.2467,102.806,2.14483,5.06E-05,0.00163753
"RAP2C: RAP2C, member of RAS oncogene family",ENSGALG00000006061,25.0586,95.8241,1.93509,8.01E-05,0.00235864
RARS: arginyl-tRNA synthetase,ENSGALG00000001850,73.8624,195.009,1.40063,3.24E-05,0.00115863
RASA2: RAS p21 protein activator 2,ENSGALG00000002850,31.0141,68.9962,1.15359,1.31E-06,7.13E-05
RASA3: RAS p21 protein activator 3,ENSGALG00000016817,17.4507,50.7104,1.53899,4.42E-06,0.000204876
"RASL11B: RAS-like, family 11, member B",ENSGALG00000013948,10.3961,98.0809,3.23793,2.16E-08,1.91E-06
RASSF3: Ras association (RalGDS/AF-6) domain family member 3,ENSGALG00000009842,4.88743,20.341,2.05724,0.000508132,0.0103929
RBBP5: retinoblastoma binding protein 5,ENSGALG00000000668,8.09615,19.6952,1.28253,0.000255044,0.00605491
RBM12B: RNA binding motif protein 12B,ENSGALG00000015930,10.8378,40.258,1.8932,0.00264711,0.035544
RBM17: RNA binding motif protein 17,ENSGALG00000006332,28.1403,71.206,1.33936,6.76E-13,1.61E-10
RBM25: RNA binding motif protein 25,ENSGALG00000009332,57.0915,141.535,1.30981,6.07E-05,0.00190427
RBM26: RNA binding motif protein 26,ENSGALG00000016910,94.2731,230.307,1.28864,8.66E-15,2.93E-12
RBM45: RNA binding motif protein 45,ENSGALG00000009202,20.0619,41.8443,1.06057,0.000179194,0.0045258
"RBMXL1: RNA binding motif protein, X-linked-like 1",ENSGALG00000006457,48.7039,123.463,1.34197,0.00024129,0.0057932
"RCN2: reticulocalbin 2, EF-hand calcium binding domain",ENSGALG00000002844,32.9646,180.401,2.45222,0,0
RCOR1: REST corepressor 1,ENSGALG00000011384,17.2803,63.0632,1.86767,0.000335016,0.00751034
RDX: radixin ,ENSGALG00000017153,45.5758,98.1105,1.10614,2.98E-06,0.000144641
REEP2: receptor accessory protein 2,ENSGALG00000017365,18.0186,63.8809,1.8259,1.25E-06,6.87E-05
RER1: RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae),ENSGALG00000021683,4.46986,9.98375,1.15935,4.00E-05,0.00134867
"RFC3: replication factor C (activator 1) 3, 38kDa",ENSGALG00000017064,5.74944,20.015,1.79959,0.00138481,0.0223959
RFTN2: raftlin family member 2,ENSGALG00000008118,5.61114,41.1735,2.87535,5.44E-14,1.57E-11
RHOB: ras homolog family member B,ENSGALG00000016485,7.48118,34.991,2.22565,0.00041967,0.00899343
RHOBTB2: Rho-related BTB domain containing 2,ENSGALG00000000452,0.965633,36.623,5.24513,0.000602902,0.0118534
RIF1: RAP1 interacting factor homolog,ENSGALG00000012484,41.4398,88.19,1.0896,0,0
RIMKLB: ribosomal modification protein rimK-like family member B,ENSGALG00000014274,8.72617,24.5548,1.49258,0.000664774,0.0127791
RIOK3: RIO kinase 3,ENSGALG00000015004,15.2539,41.9459,1.45935,3.77E-05,0.00128781
RMB12: RNA binding motif protein 12,ENSGALG00000001579,52.2052,114.628,1.1347,2.46E-09,2.76E-07
RMND5A: required for meiotic nuclear division 5 homolog A ,ENSGALG00000015815,5.75271,20.2213,1.81356,0.00318765,0.0399303
RNASEH2B: ribonuclease H2 subunit B ,ENSGALG00000017015,15.1561,30.6564,1.01629,0.00138831,0.0224252
RNF114: ring finger protein 114,ENSGALG00000008021,6.10383,19.7868,1.69675,5.33E-08,4.26E-06
RNF126: ring finger protein 126,ENSGALG00000001399,26.4658,56.7691,1.10097,2.30E-05,0.000875892
RNF144A: ring finger protein 144A ,ENSGALG00000016401,2.19432,14.24,2.69811,4.91E-06,0.000224368
RNF151: ring finger protein 151,ENSGALG00000015957,4.08553,17.5921,2.10633,0.00121716,0.0203037
"RNF168: ring finger protein 168, E3 ubiquitin protein ligase",ENSGALG00000006392,14.2569,30.1024,1.07822,4.94E-05,0.00161018
RNF216: ring finger protein 216,ENSGALG00000004629,6.36618,13.7824,1.11433,0.00232997,0.0326071
RNF4: ring finger protein 4,ENSGALG00000015668,17.4761,42.196,1.27172,0.000240479,0.00577968
RNF6: ring finger protein (C3H2C3 type) 6,ENSGALG00000017105,5.13653,18.787,1.87087,1.10E-10,1.62E-08
RNF7: ring finger protein 7,ENSGALG00000021117,4.6604,23.9744,2.36297,0.00022787,0.00549927
"RNPS1: RNA binding protein S1, serine-rich domain",ENSGALG00000009288,28.2288,96.4618,1.77279,0.000731138,0.0137491
"ROBO2: roundabout, axon guidance receptor, homolog 2 (Drosophila)",ENSGALG00000015519,25.7576,70.9856,1.46253,1.11E-06,6.17E-05
"ROCK1: Rho-associated, coiled-coil containing protein kinase 1",ENSGALG00000014922,14.6252,36.1084,1.30387,6.90E-05,0.0021042
ROGDI: rogdi homolog (Drosophila),ENSGALG00000001841,7.53592,27.2998,1.85704,9.61E-07,5.48E-05
RP9: retinitis pigmentosa 9 (autosomal dominant),ENSGALG00000019605,7.54666,24.4401,1.69534,0.0039856,0.0464946
